ShipType,UnitNumber,Length,Width,Height,Thickness,BoxVolume,ProductVolume
Box,B000082,0.100000,0.100000,2.000000,0.000000,0.020000000,0.020000000
Box,B000083,0.100000,0.100000,2.000000,0.400000,0.020000000,0.018000000
Box,B000084,0.100000,0.100000,2.000000,0.600000,0.020000000,0.068000000
Box,B000085,0.100000,0.100000,2.000000,0.800000,0.020000000,0.144000000
Box,B000086,0.100000,0.100000,2.000000,1.000000,0.020000000,0.240000000
Box,B000087,0.100000,0.200000,0.100000,0.000000,0.002000000,0.002000000
Box,B000088,0.100000,0.200000,0.200000,0.000000,0.004000000,0.004000000
Box,B000089,0.100000,0.200000,0.300000,0.000000,0.006000000,0.006000000
Box,B000090,0.100000,0.200000,0.400000,0.000000,0.008000000,0.008000000
Box,B000091,0.100000,0.200000,0.400000,0.600000,0.008000000,0.002000000
Box,B000092,0.100000,0.200000,0.500000,0.000000,0.010000000,0.010000000
Box,B000093,0.100000,0.200000,0.500000,0.600000,0.010000000,0.004000000
Box,B000094,0.100000,0.200000,0.500000,0.800000,0.010000000,0.006000000
Box,B000095,0.100000,0.200000,0.600000,0.000000,0.012000000,0.012000000
Box,B000096,0.100000,0.200000,0.600000,0.600000,0.012000000,0.006000000
Box,B000097,0.100000,0.200000,0.600000,0.800000,0.012000000,0.012000000
Box,B000098,0.100000,0.200000,0.600000,1.000000,0.012000000,0.012000000
Box,B000099,0.100000,0.200000,0.700000,0.000000,0.014000000,0.014000000
Box,B000100,0.100000,0.200000,0.700000,0.600000,0.014000000,0.008000000
Box,B000101,0.100000,0.200000,0.700000,0.800000,0.014000000,0.018000000
Box,B000102,0.100000,0.200000,0.700000,1.000000,0.014000000,0.024000000
Box,B000103,0.100000,0.200000,0.800000,0.000000,0.016000000,0.016000000
Box,B000104,0.100000,0.200000,0.800000,0.600000,0.016000000,0.010000000
Box,B000105,0.100000,0.200000,0.800000,0.800000,0.016000000,0.024000000
Box,B000106,0.100000,0.200000,0.800000,1.000000,0.016000000,0.036000000
Box,B000107,0.100000,0.200000,0.900000,0.000000,0.018000000,0.018000000
Box,B000108,0.100000,0.200000,0.900000,0.600000,0.018000000,0.012000000
Box,B000109,0.100000,0.200000,0.900000,0.800000,0.018000000,0.030000000
Box,B000110,0.100000,0.200000,0.900000,1.000000,0.018000000,0.048000000
Box,B000111,0.100000,0.200000,1.000000,0.000000,0.020000000,0.020000000
Box,B000112,0.100000,0.200000,1.000000,0.600000,0.020000000,0.014000000
Box,B000113,0.100000,0.200000,1.000000,0.800000,0.020000000,0.036000000
Box,B000114,0.100000,0.200000,1.000000,1.000000,0.020000000,0.060000000
Box,B000115,0.100000,0.200000,1.100000,0.000000,0.022000000,0.022000000
Box,B000116,0.100000,0.200000,1.100000,0.600000,0.022000000,0.016000000
Box,B000117,0.100000,0.200000,1.100000,0.800000,0.022000000,0.042000000
Box,B000118,0.100000,0.200000,1.100000,1.000000,0.022000000,0.072000000
Box,B000119,0.100000,0.200000,1.200000,0.000000,0.024000000,0.024000000
Box,B000120,0.100000,0.200000,1.200000,0.600000,0.024000000,0.018000000
Box,B000121,0.100000,0.200000,1.200000,0.800000,0.024000000,0.048000000
Box,B000122,0.100000,0.200000,1.200000,1.000000,0.024000000,0.084000000
Box,B000123,0.100000,0.200000,1.300000,0.000000,0.026000000,0.026000000
Box,B000124,0.100000,0.200000,1.300000,0.600000,0.026000000,0.020000000
Box,B000125,0.100000,0.200000,1.300000,0.800000,0.026000000,0.054000000
Box,B000126,0.100000,0.200000,1.300000,1.000000,0.026000000,0.096000000
Box,B000127,0.100000,0.200000,1.400000,0.000000,0.028000000,0.028000000
Box,B000128,0.100000,0.200000,1.400000,0.600000,0.028000000,0.022000000
Box,B000129,0.100000,0.200000,1.400000,0.800000,0.028000000,0.060000000
Box,B000130,0.100000,0.200000,1.400000,1.000000,0.028000000,0.108000000
Box,B000131,0.100000,0.200000,1.500000,0.000000,0.030000000,0.030000000
Box,B000132,0.100000,0.200000,1.500000,0.600000,0.030000000,0.024000000
Box,B000133,0.100000,0.200000,1.500000,0.800000,0.030000000,0.066000000
Box,B000134,0.100000,0.200000,1.500000,1.000000,0.030000000,0.120000000
Box,B000135,0.100000,0.200000,1.600000,0.000000,0.032000000,0.032000000
Box,B000136,0.100000,0.200000,1.600000,0.600000,0.032000000,0.026000000
Box,B000137,0.100000,0.200000,1.600000,0.800000,0.032000000,0.072000000
Box,B000138,0.100000,0.200000,1.600000,1.000000,0.032000000,0.132000000
Box,B000139,0.100000,0.200000,1.700000,0.000000,0.034000000,0.034000000
Box,B000140,0.100000,0.200000,1.700000,0.600000,0.034000000,0.028000000
Box,B000141,0.100000,0.200000,1.700000,0.800000,0.034000000,0.078000000
Box,B000142,0.100000,0.200000,1.700000,1.000000,0.034000000,0.144000000
Box,B000143,0.100000,0.200000,1.800000,0.000000,0.036000000,0.036000000
Box,B000144,0.100000,0.200000,1.800000,0.600000,0.036000000,0.030000000
Box,B000145,0.100000,0.200000,1.800000,0.800000,0.036000000,0.084000000
Box,B000146,0.100000,0.200000,1.800000,1.000000,0.036000000,0.156000000
Box,B000147,0.100000,0.200000,1.900000,0.000000,0.038000000,0.038000000
Box,B000148,0.100000,0.200000,1.900000,0.600000,0.038000000,0.032000000
Box,B000149,0.100000,0.200000,1.900000,0.800000,0.038000000,0.090000000
Box,B000150,0.100000,0.200000,1.900000,1.000000,0.038000000,0.168000000
Box,B000151,0.100000,0.200000,2.000000,0.000000,0.040000000,0.040000000
Box,B000152,0.100000,0.200000,2.000000,0.600000,0.040000000,0.034000000
Box,B000153,0.100000,0.200000,2.000000,0.800000,0.040000000,0.096000000
Box,B000154,0.100000,0.200000,2.000000,1.000000,0.040000000,0.180000000
Box,B000155,0.100000,0.300000,0.100000,0.000000,0.003000000,0.003000000
Box,B000156,0.100000,0.300000,0.100000,0.400000,0.003000000,0.001000000
Box,B000157,0.100000,0.300000,0.200000,0.000000,0.006000000,0.006000000
Box,B000158,0.100000,0.300000,0.300000,0.000000,0.009000000,0.009000000
Box,B000159,0.100000,0.300000,0.400000,0.000000,0.012000000,0.012000000
Box,B000160,0.100000,0.300000,0.500000,0.000000,0.015000000,0.015000000
Box,B000161,0.100000,0.300000,0.500000,0.800000,0.015000000,0.003000000
Box,B000162,0.100000,0.300000,0.600000,0.000000,0.018000000,0.018000000
Box,B000163,0.100000,0.300000,0.600000,0.800000,0.018000000,0.006000000
Box,B000164,0.100000,0.300000,0.600000,1.000000,0.018000000,0.008000000
Box,B000165,0.100000,0.300000,0.700000,0.000000,0.021000000,0.021000000
Box,B000166,0.100000,0.300000,0.700000,0.800000,0.021000000,0.009000000
Box,B000167,0.100000,0.300000,0.700000,1.000000,0.021000000,0.016000000
Box,B000168,0.100000,0.300000,0.800000,0.000000,0.024000000,0.024000000
Box,B000169,0.100000,0.300000,0.800000,0.800000,0.024000000,0.012000000
Box,B000170,0.100000,0.300000,0.800000,1.000000,0.024000000,0.024000000
Box,B000171,0.100000,0.300000,0.900000,0.000000,0.027000000,0.027000000
Box,B000172,0.100000,0.300000,0.900000,0.800000,0.027000000,0.015000000
Box,B000173,0.100000,0.300000,0.900000,1.000000,0.027000000,0.032000000
Box,B000174,0.100000,0.300000,1.000000,0.000000,0.030000000,0.030000000
Box,B000175,0.100000,0.300000,1.000000,0.800000,0.030000000,0.018000000
Box,B000176,0.100000,0.300000,1.000000,1.000000,0.030000000,0.040000000
Box,B000177,0.100000,0.300000,1.100000,0.000000,0.033000000,0.033000000
Box,B000178,0.100000,0.300000,1.100000,0.800000,0.033000000,0.021000000
Box,B000179,0.100000,0.300000,1.100000,1.000000,0.033000000,0.048000000
Box,B000180,0.100000,0.300000,1.200000,0.000000,0.036000000,0.036000000
Box,B000181,0.100000,0.300000,1.200000,0.800000,0.036000000,0.024000000
Box,B000182,0.100000,0.300000,1.200000,1.000000,0.036000000,0.056000000
Box,B000183,0.100000,0.300000,1.300000,0.000000,0.039000000,0.039000000
Box,B000184,0.100000,0.300000,1.300000,0.800000,0.039000000,0.027000000
Box,B000185,0.100000,0.300000,1.300000,1.000000,0.039000000,0.064000000
Box,B000186,0.100000,0.300000,1.400000,0.000000,0.042000000,0.042000000
Box,B000187,0.100000,0.300000,1.400000,0.800000,0.042000000,0.030000000
Box,B000188,0.100000,0.300000,1.400000,1.000000,0.042000000,0.072000000
Box,B000189,0.100000,0.300000,1.500000,0.000000,0.045000000,0.045000000
Box,B000190,0.100000,0.300000,1.500000,0.800000,0.045000000,0.033000000
Box,B000191,0.100000,0.300000,1.500000,1.000000,0.045000000,0.080000000
Box,B000192,0.100000,0.300000,1.600000,0.000000,0.048000000,0.048000000
Box,B000193,0.100000,0.300000,1.600000,0.800000,0.048000000,0.036000000
Box,B000194,0.100000,0.300000,1.600000,1.000000,0.048000000,0.088000000
Box,B000195,0.100000,0.300000,1.700000,0.000000,0.051000000,0.051000000
Box,B000196,0.100000,0.300000,1.700000,0.800000,0.051000000,0.039000000
Box,B000197,0.100000,0.300000,1.700000,1.000000,0.051000000,0.096000000
Box,B000198,0.100000,0.300000,1.800000,0.000000,0.054000000,0.054000000
Box,B000199,0.100000,0.300000,1.800000,0.800000,0.054000000,0.042000000
Box,B000200,0.100000,0.300000,1.800000,1.000000,0.054000000,0.104000000
Box,B000201,0.100000,0.300000,1.900000,0.000000,0.057000000,0.057000000
Box,B000202,0.100000,0.300000,1.900000,0.800000,0.057000000,0.045000000
Box,B000203,0.100000,0.300000,1.900000,1.000000,0.057000000,0.112000000
Box,B000204,0.100000,0.300000,2.000000,0.000000,0.060000000,0.060000000
Box,B000205,0.100000,0.300000,2.000000,0.800000,0.060000000,0.048000000
Box,B000206,0.100000,0.300000,2.000000,1.000000,0.060000000,0.120000000
Box,B000207,0.100000,0.400000,0.100000,0.000000,0.004000000,0.004000000
Box,B000208,0.100000,0.400000,0.100000,0.400000,0.004000000,0.002000000
Box,B000209,0.100000,0.400000,0.100000,0.600000,0.004000000,0.004000000
Box,B000210,0.100000,0.400000,0.200000,0.000000,0.008000000,0.008000000
Box,B000211,0.100000,0.400000,0.200000,0.600000,0.008000000,0.002000000
Box,B000212,0.100000,0.400000,0.300000,0.000000,0.012000000,0.012000000
Box,B000213,0.100000,0.400000,0.400000,0.000000,0.016000000,0.016000000
Box,B000214,0.100000,0.400000,0.500000,0.000000,0.020000000,0.020000000
Box,B000215,0.100000,0.400000,0.600000,0.000000,0.024000000,0.024000000
Box,B000216,0.100000,0.400000,0.600000,1.000000,0.024000000,0.004000000
Box,B000217,0.100000,0.400000,0.700000,0.000000,0.028000000,0.028000000
Box,B000218,0.100000,0.400000,0.700000,1.000000,0.028000000,0.008000000
Box,B000219,0.100000,0.400000,0.800000,0.000000,0.032000000,0.032000000
Box,B000220,0.100000,0.400000,0.800000,1.000000,0.032000000,0.012000000
Box,B000221,0.100000,0.400000,0.900000,0.000000,0.036000000,0.036000000
Box,B000222,0.100000,0.400000,0.900000,1.000000,0.036000000,0.016000000
Box,B000223,0.100000,0.400000,1.000000,0.000000,0.040000000,0.040000000
Box,B000224,0.100000,0.400000,1.000000,1.000000,0.040000000,0.020000000
Box,B000225,0.100000,0.400000,1.100000,0.000000,0.044000000,0.044000000
Box,B000226,0.100000,0.400000,1.100000,1.000000,0.044000000,0.024000000
Box,B000227,0.100000,0.400000,1.200000,0.000000,0.048000000,0.048000000
Box,B000228,0.100000,0.400000,1.200000,1.000000,0.048000000,0.028000000
Box,B000229,0.100000,0.400000,1.300000,0.000000,0.052000000,0.052000000
Box,B000230,0.100000,0.400000,1.300000,1.000000,0.052000000,0.032000000
Box,B000231,0.100000,0.400000,1.400000,0.000000,0.056000000,0.056000000
Box,B000232,0.100000,0.400000,1.400000,1.000000,0.056000000,0.036000000
Box,B000233,0.100000,0.400000,1.500000,0.000000,0.060000000,0.060000000
Box,B000234,0.100000,0.400000,1.500000,1.000000,0.060000000,0.040000000
Box,B000235,0.100000,0.400000,1.600000,0.000000,0.064000000,0.064000000
Box,B000236,0.100000,0.400000,1.600000,1.000000,0.064000000,0.044000000
Box,B000237,0.100000,0.400000,1.700000,0.000000,0.068000000,0.068000000
Box,B000238,0.100000,0.400000,1.700000,1.000000,0.068000000,0.048000000
Box,B000239,0.100000,0.400000,1.800000,0.000000,0.072000000,0.072000000
Box,B000240,0.100000,0.400000,1.800000,1.000000,0.072000000,0.052000000
Box,B000241,0.100000,0.400000,1.900000,0.000000,0.076000000,0.076000000
Box,B000242,0.100000,0.400000,1.900000,1.000000,0.076000000,0.056000000
Box,B000243,0.100000,0.400000,2.000000,0.000000,0.080000000,0.080000000
Box,B000244,0.100000,0.400000,2.000000,1.000000,0.080000000,0.060000000
Box,B000245,0.100000,0.500000,0.100000,0.000000,0.005000000,0.005000000
Box,B000246,0.100000,0.500000,0.100000,0.400000,0.005000000,0.003000000
Box,B000247,0.100000,0.500000,0.100000,0.600000,0.005000000,0.008000000
Box,B000248,0.100000,0.500000,0.100000,0.800000,0.005000000,0.009000000
Box,B000249,0.100000,0.500000,0.200000,0.000000,0.010000000,0.010000000
Box,B000250,0.100000,0.500000,0.200000,0.600000,0.010000000,0.004000000
Box,B000251,0.100000,0.500000,0.200000,0.800000,0.010000000,0.006000000
Box,B000252,0.100000,0.500000,0.300000,0.000000,0.015000000,0.015000000
Box,B000253,0.100000,0.500000,0.300000,0.800000,0.015000000,0.003000000
Box,B000254,0.100000,0.500000,0.400000,0.000000,0.020000000,0.020000000
Box,B000255,0.100000,0.500000,0.500000,0.000000,0.025000000,0.025000000
Box,B000256,0.100000,0.500000,0.600000,0.000000,0.030000000,0.030000000
Box,B000257,0.100000,0.500000,0.700000,0.000000,0.035000000,0.035000000
Box,B000258,0.100000,0.500000,0.800000,0.000000,0.040000000,0.040000000
Box,B000259,0.100000,0.500000,0.900000,0.000000,0.045000000,0.045000000
Box,B000260,0.100000,0.500000,1.000000,0.000000,0.050000000,0.050000000
Box,B000261,0.100000,0.500000,1.100000,0.000000,0.055000000,0.055000000
Box,B000262,0.100000,0.500000,1.200000,0.000000,0.060000000,0.060000000
Box,B000263,0.100000,0.500000,1.300000,0.000000,0.065000000,0.065000000
Box,B000264,0.100000,0.500000,1.400000,0.000000,0.070000000,0.070000000
Box,B000265,0.100000,0.500000,1.500000,0.000000,0.075000000,0.075000000
Box,B000266,0.100000,0.500000,1.600000,0.000000,0.080000000,0.080000000
Box,B000267,0.100000,0.500000,1.700000,0.000000,0.085000000,0.085000000
Box,B000268,0.100000,0.500000,1.800000,0.000000,0.090000000,0.090000000
Box,B000269,0.100000,0.500000,1.900000,0.000000,0.095000000,0.095000000
Box,B000270,0.100000,0.500000,2.000000,0.000000,0.100000000,0.100000000
Box,B000271,0.100000,0.600000,0.100000,0.000000,0.006000000,0.006000000
Box,B000272,0.100000,0.600000,0.100000,0.400000,0.006000000,0.004000000
Box,B000273,0.100000,0.600000,0.100000,0.600000,0.006000000,0.012000000
Box,B000274,0.100000,0.600000,0.100000,0.800000,0.006000000,0.018000000
Box,B000275,0.100000,0.600000,0.100000,1.000000,0.006000000,0.016000000
Box,B000276,0.100000,0.600000,0.200000,0.000000,0.012000000,0.012000000
Box,B000277,0.100000,0.600000,0.200000,0.600000,0.012000000,0.006000000
Box,B000278,0.100000,0.600000,0.200000,0.800000,0.012000000,0.012000000
Box,B000279,0.100000,0.600000,0.200000,1.000000,0.012000000,0.012000000
Box,B000280,0.100000,0.600000,0.300000,0.000000,0.018000000,0.018000000
Box,B000281,0.100000,0.600000,0.300000,0.800000,0.018000000,0.006000000
Box,B000282,0.100000,0.600000,0.300000,1.000000,0.018000000,0.008000000
Box,B000283,0.100000,0.600000,0.400000,0.000000,0.024000000,0.024000000
Box,B000284,0.100000,0.600000,0.400000,1.000000,0.024000000,0.004000000
Box,B000285,0.100000,0.600000,0.500000,0.000000,0.030000000,0.030000000
Box,B000286,0.100000,0.600000,0.600000,0.000000,0.036000000,0.036000000
Box,B000287,0.100000,0.600000,0.700000,0.000000,0.042000000,0.042000000
Box,B000288,0.100000,0.600000,0.800000,0.000000,0.048000000,0.048000000
Box,B000289,0.100000,0.600000,0.900000,0.000000,0.054000000,0.054000000
Box,B000290,0.100000,0.600000,1.000000,0.000000,0.060000000,0.060000000
Box,B000291,0.100000,0.600000,1.100000,0.000000,0.066000000,0.066000000
Box,B000292,0.100000,0.600000,1.200000,0.000000,0.072000000,0.072000000
Box,B000293,0.100000,0.600000,1.300000,0.000000,0.078000000,0.078000000
Box,B000294,0.100000,0.600000,1.400000,0.000000,0.084000000,0.084000000
Box,B000295,0.100000,0.600000,1.500000,0.000000,0.090000000,0.090000000
Box,B000296,0.100000,0.600000,1.600000,0.000000,0.096000000,0.096000000
Box,B000297,0.100000,0.600000,1.700000,0.000000,0.102000000,0.102000000
Box,B000298,0.100000,0.600000,1.800000,0.000000,0.108000000,0.108000000
Box,B000299,0.100000,0.600000,1.900000,0.000000,0.114000000,0.114000000
Box,B000300,0.100000,0.600000,2.000000,0.000000,0.120000000,0.120000000
Box,B000301,0.100000,0.700000,0.100000,0.000000,0.007000000,0.007000000
Box,B000302,0.100000,0.700000,0.100000,0.400000,0.007000000,0.005000000
Box,B000303,0.100000,0.700000,0.100000,0.600000,0.007000000,0.016000000
Box,B000304,0.100000,0.700000,0.100000,0.800000,0.007000000,0.027000000
Box,B000305,0.100000,0.700000,0.100000,1.000000,0.007000000,0.032000000
Box,B000306,0.100000,0.700000,0.200000,0.000000,0.014000000,0.014000000
Box,B000307,0.100000,0.700000,0.200000,0.600000,0.014000000,0.008000000
Box,B000308,0.100000,0.700000,0.200000,0.800000,0.014000000,0.018000000
Box,B000309,0.100000,0.700000,0.200000,1.000000,0.014000000,0.024000000
Box,B000310,0.100000,0.700000,0.300000,0.000000,0.021000000,0.021000000
Box,B000311,0.100000,0.700000,0.300000,0.800000,0.021000000,0.009000000
Box,B000312,0.100000,0.700000,0.300000,1.000000,0.021000000,0.016000000
Box,B000313,0.100000,0.700000,0.400000,0.000000,0.028000000,0.028000000
Box,B000314,0.100000,0.700000,0.400000,1.000000,0.028000000,0.008000000
Box,B000315,0.100000,0.700000,0.500000,0.000000,0.035000000,0.035000000
Box,B000316,0.100000,0.700000,0.600000,0.000000,0.042000000,0.042000000
Box,B000317,0.100000,0.700000,0.700000,0.000000,0.049000000,0.049000000
Box,B000318,0.100000,0.700000,0.800000,0.000000,0.056000000,0.056000000
Box,B000319,0.100000,0.700000,0.900000,0.000000,0.063000000,0.063000000
Box,B000320,0.100000,0.700000,1.000000,0.000000,0.070000000,0.070000000
Box,B000321,0.100000,0.700000,1.100000,0.000000,0.077000000,0.077000000
Box,B000322,0.100000,0.700000,1.200000,0.000000,0.084000000,0.084000000
Box,B000323,0.100000,0.700000,1.300000,0.000000,0.091000000,0.091000000
Box,B000324,0.100000,0.700000,1.400000,0.000000,0.098000000,0.098000000
Box,B000325,0.100000,0.700000,1.500000,0.000000,0.105000000,0.105000000
Box,B000326,0.100000,0.700000,1.600000,0.000000,0.112000000,0.112000000
Box,B000327,0.100000,0.700000,1.700000,0.000000,0.119000000,0.119000000
Box,B000328,0.100000,0.700000,1.800000,0.000000,0.126000000,0.126000000
Box,B000329,0.100000,0.700000,1.900000,0.000000,0.133000000,0.133000000
Box,B000330,0.100000,0.700000,2.000000,0.000000,0.140000000,0.140000000
Box,B000331,0.100000,0.800000,0.100000,0.000000,0.008000000,0.008000000
Box,B000332,0.100000,0.800000,0.100000,0.400000,0.008000000,0.006000000
Box,B000333,0.100000,0.800000,0.100000,0.600000,0.008000000,0.020000000
Box,B000334,0.100000,0.800000,0.100000,0.800000,0.008000000,0.036000000
Box,B000335,0.100000,0.800000,0.100000,1.000000,0.008000000,0.048000000
Box,B000336,0.100000,0.800000,0.200000,0.000000,0.016000000,0.016000000
Box,B000337,0.100000,0.800000,0.200000,0.600000,0.016000000,0.010000000
Box,B000338,0.100000,0.800000,0.200000,0.800000,0.016000000,0.024000000
Box,B000339,0.100000,0.800000,0.200000,1.000000,0.016000000,0.036000000
Box,B000340,0.100000,0.800000,0.300000,0.000000,0.024000000,0.024000000
Box,B000341,0.100000,0.800000,0.300000,0.800000,0.024000000,0.012000000
Box,B000342,0.100000,0.800000,0.300000,1.000000,0.024000000,0.024000000
Box,B000343,0.100000,0.800000,0.400000,0.000000,0.032000000,0.032000000
Box,B000344,0.100000,0.800000,0.400000,1.000000,0.032000000,0.012000000
Box,B000345,0.100000,0.800000,0.500000,0.000000,0.040000000,0.040000000
Box,B000346,0.100000,0.800000,0.600000,0.000000,0.048000000,0.048000000
Box,B000347,0.100000,0.800000,0.700000,0.000000,0.056000000,0.056000000
Box,B000348,0.100000,0.800000,0.800000,0.000000,0.064000000,0.064000000
Box,B000349,0.100000,0.800000,0.900000,0.000000,0.072000000,0.072000000
Box,B000350,0.100000,0.800000,1.000000,0.000000,0.080000000,0.080000000
Box,B000351,0.100000,0.800000,1.100000,0.000000,0.088000000,0.088000000
Box,B000352,0.100000,0.800000,1.200000,0.000000,0.096000000,0.096000000
Box,B000353,0.100000,0.800000,1.300000,0.000000,0.104000000,0.104000000
Box,B000354,0.100000,0.800000,1.400000,0.000000,0.112000000,0.112000000
Box,B000355,0.100000,0.800000,1.500000,0.000000,0.120000000,0.120000000
Box,B000356,0.100000,0.800000,1.600000,0.000000,0.128000000,0.128000000
